,sa12018_v1,lat,lon
133,7025839,-43.52283994036212,172.64432801657105
134,7025844,-43.52531029574155,172.64386686191088
135,7025847,-43.52686825216146,172.64508084740453
136,7025988,-43.51965095341225,172.64993150341357
137,7026001,-43.52209263717993,172.64975582036487
138,7026002,-43.52494096473642,172.64832091657456
139,7025841,-43.52349117924801,172.6439941912342
140,7025846,-43.52655072041091,172.6410038154489
141,7025843,-43.52406352280954,172.64384283964822
142,7025849,-43.53088347666372,172.64131124317842
143,7025848,-43.52875241082394,172.64416108162393
144,7026003,-43.52710504303498,172.6490272012769
145,7026004,-43.5282029574612,172.64810340452107
146,7025850,-43.53093151130049,172.64448571257572
147,7026005,-43.52929243874151,172.64810236569068
148,7026006,-43.53011159678071,172.64809226284243
149,7025852,-43.533655710272804,172.64661192860189
150,7026007,-43.53065737294579,172.6481212313155
151,7026008,-43.53119225514978,172.64813755247494
152,7026009,-43.531736077984114,172.64808721845304
153,7026023,-43.53146565526812,172.65222333790342
154,7026027,-43.532751976686185,172.65202430205403
155,7026035,-43.53428088343086,172.65381886358907
156,7026036,-43.54239564136175,172.65340548126272
157,7025858,-43.54830092873821,172.6417583980834
158,7025859,-43.548425748402984,172.64552038924836
159,7026044,-43.54700800594684,172.64782193810439
160,7025861,-43.5492049063861,172.64248047969437
161,7025863,-43.55005021546853,172.64539464611826
162,7025864,-43.550414780369415,172.64289646726613
163,7026050,-43.55024969692767,172.64794081842402
164,7025985,-43.51763471057384,172.64967265146583
165,7025986,-43.51763000649725,172.6508807933755
166,7025990,-43.5187408345487,172.65244128226175
167,7025992,-43.5199958652833,172.65141775415148
168,7025996,-43.52166128105938,172.65144176446591
169,7025989,-43.518368807623204,172.6574731476201
170,7025991,-43.518799798667466,172.65490542846098
171,7025993,-43.52004355544049,172.65786318880646
172,7025995,-43.5211695301722,172.65813082467184
173,7026128,-43.51956751238102,172.66103428814046
174,7025994,-43.52037790689462,172.6540445599
175,7025997,-43.52192249069459,172.6536691150372
176,7025998,-43.522032989220186,172.6557268461147
177,7026021,-43.53119620128325,172.659472917982
178,7026022,-43.53145836987448,172.6554794029002
179,7026000,-43.524491458989736,172.65554178265012
180,7025999,-43.523303977872615,172.6527324159432
181,7026010,-43.52645468117304,172.65781435084565
182,7026011,-43.52702393756592,172.65417688116943
183,7026012,-43.52755014523314,172.6516542661131
184,7026111,-43.51886435530305,172.6670298186723
185,7026127,-43.523974363452524,172.66381329876472
186,7026130,-43.52600514511912,172.66379942429515
187,7026137,-43.52690765346416,172.66085279594157
188,7026015,-43.52900100221866,172.65389244486906
189,7026017,-43.52953868962831,172.65370419397684
190,7026018,-43.53010561838982,172.6537628228871
191,7026020,-43.53065102765236,172.65385219480805
192,7026013,-43.527776157601096,172.6584520691452
193,7026014,-43.52826454569671,172.65546130305728
194,7026016,-43.52917417072021,172.65847288447424
195,7026140,-43.52912124077323,172.6612469953073
196,7026019,-43.53021842417207,172.6590522971048
197,7026146,-43.53171700768302,172.65982706064185
198,7026147,-43.53198558338913,172.6632954143742
199,7026024,-43.53227843747397,172.65548849963247
200,7026025,-43.53250126891585,172.65827200080759
201,7026026,-43.53257236852443,172.65408861310684
202,7026028,-43.53424224278579,172.6576530757981
203,7026029,-43.534254264988306,172.65886978185588
204,7026149,-43.532526215903715,172.66083840230093
205,7026155,-43.5342348703049,172.66029256506735
206,7026030,-43.535736861341384,172.65946349509906
207,7026031,-43.53638393698548,172.65962573814912
208,7026154,-43.534215627954424,172.6616116432013
209,7026160,-43.53623864773807,172.66205804999123
210,7026032,-43.53731291776918,172.65904224231926
211,7026033,-43.53755351924208,172.65800299706743
212,7026164,-43.53790090913146,172.66039176252988
213,7026034,-43.5389849324847,172.65767872602063
214,7026165,-43.53848689493037,172.6608256196705
215,7026167,-43.539509921977704,172.66075548338455
216,7026037,-43.54150381362938,172.65685801021615
217,7026038,-43.54183513605566,172.65820072497766
218,7026039,-43.54330794387173,172.65954594830515
219,7026040,-43.543991681753084,172.65651305440596
220,7026041,-43.544529926627476,172.65880261483727
221,7026042,-43.54667425440402,172.64915446443052
222,7026043,-43.5469609391244,172.6511840023544
223,7026045,-43.5479104309202,172.6520458679065
224,7026046,-43.54811753942164,172.6502495027475
225,7026047,-43.5495377033377,172.6499705832962
226,7026048,-43.54957790238296,172.65371618334856
227,7026049,-43.549751109314386,172.6577818839431
228,7026051,-43.551084375167356,172.65571959863487
229,7026170,-43.54025635584523,172.66197569322028
230,7026179,-43.541868231829795,172.66039097858263
231,7026180,-43.542738620070345,172.66361946519928
232,7026181,-43.54381947357412,172.66222252316174
233,7026182,-43.54541514599645,172.6613068105946
234,7026189,-43.548361973394975,172.6628813771923
235,7026196,-43.55119344298442,172.6629669597985
236,7026138,-43.52763899655654,172.6625381020869
237,7026139,-43.5288839875493,172.6637742776354
238,7026157,-43.53439033146022,172.66310926976703
239,7026159,-43.53595055550315,172.66420218052212
240,7026166,-43.5387557540031,172.663056345892
241,7026168,-43.53983067854432,172.6634738445265
